chr	start	end	peakVal	strand	motif	sample_id	replicate	TF	genic
chrIV	1031820	1031821	1000	-	1	15254	rep1	abf1	False
chrIV	1386656	1386657	1000	-	1	15254	rep1	abf1	False
chrIV	636207	636208	1000	-	1	15254	rep1	abf1	True
chrIV	1367327	1367328	1000	-	1	15254	rep1	abf1	False
chrIV	121868	121869	1000	-	1	15254	rep1	abf1	False
chrIV	848059	848060	1000	-	1	15254	rep1	abf1	False
chrIV	1385909	1385910	1000	+	1	15254	rep1	abf1	False
chrIV	272057	272058	1000	+	1	15254	rep1	abf1	False
chrIV	87361	87362	1000	+	1	15254	rep1	abf1	False
chrIV	452838	452839	1000	+	1	15254	rep1	abf1	False
chrIV	1276524	1276525	1000	+	1	15254	rep1	abf1	False
chrIV	228989	228990	1000	-	1	15254	rep1	abf1	False
chrIV	716756	716757	1000	-	1	15254	rep1	abf1	False
chrIV	198549	198550	1000	-	1	15254	rep1	abf1	False
chrIV	501660	501661	1000	+	1	15254	rep1	abf1	False
chrIV	542197	542198	852	+	1	15254	rep1	abf1	False
chrIV	1127707	1127708	925	-	1	15254	rep1	abf1	False
chrIV	1277472	1277473	1000	-	1	15254	rep1	abf1	False
chrIV	1224638	1224639	1000	+	1	15254	rep1	abf1	False
chrIV	1002374	1002375	897	+	1	15254	rep1	abf1	False
chrIV	1293261	1293262	783	+	1	15254	rep1	abf1	False
chrIV	952577	952578	537	+	1	15254	rep1	abf1	False
chrIV	114478	114479	598	-	1	15254	rep1	abf1	False
chrIV	1388638	1388639	485	-	1	15254	rep1	abf1	False
chrIV	304962	304963	434	+	1	15254	rep1	abf1	False
chrIV	369355	369356	702	+	1	15254	rep1	abf1	False
chrIV	930766	930767	610	+	1	15254	rep1	abf1	False
chrIV	1195306	1195307	296	+	1	15254	rep1	abf1	False
chrIV	512376	512377	316	+	1	15254	rep1	abf1	False
chrIV	1429954	1429955	24	+	1	15254	rep1	abf1	True
chrVIII	437138	437139	1000	-	1	15254	rep1	abf1	False
chrVIII	255947	255948	1000	+	1	15254	rep1	abf1	False
chrVIII	498575	498576	1000	-	1	15254	rep1	abf1	True
chrVIII	164871	164872	1000	-	1	15254	rep1	abf1	False
chrVIII	209409	209410	1000	-	1	15254	rep1	abf1	False
chrVIII	98313	98314	1000	-	1	15254	rep1	abf1	False
chrVIII	227289	227290	1000	-	1	15254	rep1	abf1	False
chrVIII	422555	422556	1000	+	1	15254	rep1	abf1	False
chrVIII	284743	284744	1000	-	1	15254	rep1	abf1	False
chrVIII	50863	50864	1000	+	1	15254	rep1	abf1	False
chrVIII	341630	341631	1000	+	1	15254	rep1	abf1	False
chrVIII	267376	267377	1000	-	1	15254	rep1	abf1	False
chrVIII	236379	236380	1000	+	1	15254	rep1	abf1	True
chrVIII	190287	190288	899	-	1	15254	rep1	abf1	False
chrVIII	48163	48164	1000	+	1	15254	rep1	abf1	False
chrVIII	116070	116071	287	-	1	15254	rep1	abf1	False
chrXII	253240	253241	1000	+	1	15254	rep1	abf1	False
chrXII	73298	73299	1000	-	1	15254	rep1	abf1	False
chrXII	672954	672955	1000	+	1	15254	rep1	abf1	False
chrXII	82180	82181	1000	-	1	15254	rep1	abf1	True
chrXII	704664	704665	1000	-	1	15254	rep1	abf1	True
chrXII	921572	921573	1000	-	1	15254	rep1	abf1	True
chrXII	332282	332283	1000	-	1	15254	rep1	abf1	False
chrXII	194278	194279	1000	-	1	15254	rep1	abf1	False
chrXII	198254	198255	1000	-	1	15254	rep1	abf1	False
chrXII	912452	912453	1000	+	1	15254	rep1	abf1	False
chrXII	855710	855711	1000	+	1	15254	rep1	abf1	True
chrXII	504180	504181	1000	-	1	15254	rep1	abf1	True
chrXII	127397	127398	1000	+	1	15254	rep1	abf1	False
chrXII	605124	605125	1000	+	1	15254	rep1	abf1	False
chrXII	47657	47658	1000	+	1	15254	rep1	abf1	False
chrXII	514949	514950	1000	-	1	15254	rep1	abf1	False
chrXII	924816	924817	1000	+	1	15254	rep1	abf1	False
chrXII	721647	721648	1000	+	1	15254	rep1	abf1	False
chrXII	125142	125143	1000	+	1	15254	rep1	abf1	False
chrXII	384650	384651	1000	-	1	15254	rep1	abf1	False
chrXII	581893	581894	1000	-	1	15254	rep1	abf1	False
chrXII	921597	921598	1000	-	1	15254	rep1	abf1	False
chrXII	1043740	1043741	1000	-	1	15254	rep1	abf1	False
chrXII	720497	720498	847	+	1	15254	rep1	abf1	False
chrXII	665227	665228	1000	+	1	15254	rep1	abf1	False
chrXII	862399	862400	1000	+	1	15254	rep1	abf1	False
chrXII	539787	539788	1000	+	1	15254	rep1	abf1	False
chrXII	469858	469859	1000	+	1	15254	rep1	abf1	True
chrXII	826728	826729	1000	+	1	15254	rep1	abf1	False
chrXII	523473	523474	740	+	1	15254	rep1	abf1	False
chrXII	658352	658353	1000	-	1	15254	rep1	abf1	False
chrXII	486742	486743	1000	+	1	15254	rep1	abf1	True
chrXII	483090	483091	1000	+	1	15254	rep1	abf1	True
chrXII	193569	193570	512	+	1	15254	rep1	abf1	False
chrXII	473510	473511	1000	+	1	15254	rep1	abf1	True
chrXII	424295	424296	728	-	1	15254	rep1	abf1	True
chrXII	187528	187529	950	-	1	15254	rep1	abf1	False
chrXII	787500	787501	485	-	1	15254	rep1	abf1	False
chrX	94851	94852	1000	-	1	15254	rep1	abf1	False
chrX	136373	136374	1000	-	1	15254	rep1	abf1	True
chrX	54257	54258	1000	-	1	15254	rep1	abf1	True
chrX	316603	316604	1000	+	1	15254	rep1	abf1	False
chrX	608118	608119	1000	+	1	15254	rep1	abf1	False
chrX	449078	449079	1000	-	1	15254	rep1	abf1	False
chrX	684396	684397	1000	-	1	15254	rep1	abf1	False
chrX	407415	407416	1000	+	1	15254	rep1	abf1	True
chrX	663269	663270	1000	+	1	15254	rep1	abf1	True
chrX	683832	683833	1000	+	1	15254	rep1	abf1	False
chrX	415893	415894	1000	-	1	15254	rep1	abf1	False
chrX	640516	640517	1000	-	1	15254	rep1	abf1	False
chrX	703731	703732	1000	+	1	15254	rep1	abf1	False
chrX	604369	604370	1000	-	1	15254	rep1	abf1	False
chrX	623436	623437	1000	+	1	15254	rep1	abf1	False
chrX	83895	83896	1000	+	1	15254	rep1	abf1	False
chrX	555062	555063	1000	-	1	15254	rep1	abf1	False
chrX	207703	207704	1000	+	1	15254	rep1	abf1	False
chrX	521899	521900	974	+	1	15254	rep1	abf1	False
chrX	421804	421805	901	+	1	15254	rep1	abf1	False
chrX	335727	335728	900	-	1	15254	rep1	abf1	False
chrX	120121	120122	510	+	1	15254	rep1	abf1	False
chrX	293189	293190	318	-	1	15254	rep1	abf1	True
chrX	555759	555760	495	+	1	15254	rep1	abf1	False
chrX	647128	647129	378	-	1	15254	rep1	abf1	True
chrX	525891	525892	387	+	1	15254	rep1	abf1	False
chrXVI	95325	95326	1000	-	1	15254	rep1	abf1	False
chrXVI	482093	482094	1000	+	1	15254	rep1	abf1	False
chrXVI	792558	792559	1000	-	1	15254	rep1	abf1	False
chrXVI	795592	795593	1000	+	1	15254	rep1	abf1	True
chrXVI	678845	678846	1000	+	1	15254	rep1	abf1	False
chrXVI	641563	641564	1000	-	1	15254	rep1	abf1	False
chrXVI	822168	822169	1000	+	1	15254	rep1	abf1	False
chrXVI	901678	901679	1000	-	1	15254	rep1	abf1	False
chrXVI	736827	736828	1000	+	1	15254	rep1	abf1	False
chrXVI	594029	594030	1000	+	1	15254	rep1	abf1	False
chrXVI	911121	911122	1000	+	1	15254	rep1	abf1	False
chrXVI	113996	113997	1000	+	1	15254	rep1	abf1	True
chrXVI	892210	892211	1000	-	1	15254	rep1	abf1	False
chrXVI	656688	656689	970	+	1	15254	rep1	abf1	False
chrXVI	554466	554467	1000	+	1	15254	rep1	abf1	False
chrXVI	251915	251916	1000	+	1	15254	rep1	abf1	False
chrXVI	75298	75299	1000	+	1	15254	rep1	abf1	False
chrXVI	277702	277703	1000	+	1	15254	rep1	abf1	False
chrXVI	529482	529483	1000	+	1	15254	rep1	abf1	False
chrXVI	666163	666164	1000	-	1	15254	rep1	abf1	True
chrXVI	118131	118132	1000	+	1	15254	rep1	abf1	False
chrXVI	643664	643665	1000	+	1	15254	rep1	abf1	False
chrXVI	874996	874997	781	+	1	15254	rep1	abf1	False
chrXVI	246765	246766	515	-	1	15254	rep1	abf1	False
chrXVI	297284	297285	492	+	1	15254	rep1	abf1	False
chrII	216547	216548	1000	-	1	15254	rep1	abf1	False
chrII	452410	452411	1000	-	1	15254	rep1	abf1	False
chrII	146016	146017	1000	-	1	15254	rep1	abf1	False
chrII	444885	444886	1000	-	1	15254	rep1	abf1	False
chrII	141106	141107	1000	+	1	15254	rep1	abf1	False
chrII	535088	535089	1000	+	1	15254	rep1	abf1	False
chrII	75075	75076	1000	-	1	15254	rep1	abf1	False
chrII	392541	392542	1000	-	1	15254	rep1	abf1	False
chrII	770764	770765	1000	+	1	15254	rep1	abf1	False
chrII	770740	770741	1000	+	1	15254	rep1	abf1	False
chrII	159967	159968	1000	-	1	15254	rep1	abf1	False
chrII	299989	299990	1000	-	1	15254	rep1	abf1	False
chrII	258154	258155	1000	+	1	15254	rep1	abf1	False
chrII	47270	47271	1000	-	1	15254	rep1	abf1	False
chrII	647330	647331	1000	+	1	15254	rep1	abf1	False
chrII	615465	615466	1000	+	1	15254	rep1	abf1	True
chrII	297944	297945	1000	+	1	15254	rep1	abf1	False
chrII	786979	786980	1000	+	1	15254	rep1	abf1	False
chrII	401017	401018	917	+	1	15254	rep1	abf1	False
chrII	101372	101373	798	-	1	15254	rep1	abf1	False
chrII	618688	618689	374	+	1	15254	rep1	abf1	False
chrII	662735	662736	598	+	1	15254	rep1	abf1	True
chrVII	1026778	1026779	1000	+	1	15254	rep1	abf1	True
chrVII	81346	81347	1000	-	1	15254	rep1	abf1	False
chrVII	905547	905548	1000	-	1	15254	rep1	abf1	True
chrVII	999298	999299	1000	+	1	15254	rep1	abf1	False
chrVII	548345	548346	1000	+	1	15254	rep1	abf1	True
chrVII	727555	727556	1000	+	1	15254	rep1	abf1	True
chrVII	859691	859692	1000	+	1	15254	rep1	abf1	False
chrVII	1027143	1027144	1000	-	1	15254	rep1	abf1	False
chrVII	601495	601496	1000	+	1	15254	rep1	abf1	False
chrVII	272086	272087	1000	+	1	15254	rep1	abf1	True
chrVII	23457	23458	1000	-	1	15254	rep1	abf1	False
chrVII	699929	699930	1000	+	1	15254	rep1	abf1	False
chrVII	996723	996724	1000	-	1	15254	rep1	abf1	False
chrVII	607254	607255	1000	+	1	15254	rep1	abf1	False
chrVII	974656	974657	1000	+	1	15254	rep1	abf1	True
chrVII	750259	750260	1000	+	1	15254	rep1	abf1	False
chrVII	428336	428337	1000	+	1	15254	rep1	abf1	False
chrVII	867650	867651	1000	+	1	15254	rep1	abf1	False
chrVII	596358	596359	1000	-	1	15254	rep1	abf1	False
chrVII	131400	131401	1000	-	1	15254	rep1	abf1	False
chrVII	848279	848280	1000	-	1	15254	rep1	abf1	True
chrVII	625363	625364	1000	-	1	15254	rep1	abf1	True
chrVII	280689	280690	1000	-	1	15254	rep1	abf1	False
chrVII	306429	306430	1000	-	1	15254	rep1	abf1	False
chrVII	465604	465605	1000	-	1	15254	rep1	abf1	False
chrVII	1058960	1058961	1000	+	1	15254	rep1	abf1	False
chrVII	729868	729869	968	+	1	15254	rep1	abf1	False
chrVII	953665	953666	1000	+	1	15254	rep1	abf1	False
chrVII	141882	141883	926	-	1	15254	rep1	abf1	False
chrVII	780042	780043	1000	+	1	15254	rep1	abf1	False
chrVII	76599	76600	1000	-	1	15254	rep1	abf1	False
chrVII	67444	67445	871	+	1	15254	rep1	abf1	False
chrVII	547531	547532	788	+	1	15254	rep1	abf1	False
chrVII	271458	271459	760	-	1	15254	rep1	abf1	True
chrVII	56280	56281	714	+	1	15254	rep1	abf1	False
chrVII	190231	190232	490	-	1	15254	rep1	abf1	True
chrVII	148092	148093	258	+	1	15254	rep1	abf1	False
chrVII	475376	475377	161	+	1	15254	rep1	abf1	False
chrV	123484	123485	1000	+	1	15254	rep1	abf1	False
chrV	387030	387031	1000	+	1	15254	rep1	abf1	False
chrV	82908	82909	1000	+	1	15254	rep1	abf1	False
chrV	167721	167722	1000	-	1	15254	rep1	abf1	False
chrV	409553	409554	1000	+	1	15254	rep1	abf1	False
chrV	422083	422084	1000	-	1	15254	rep1	abf1	True
chrV	404528	404529	1000	+	1	15254	rep1	abf1	False
chrV	382363	382364	1000	-	1	15254	rep1	abf1	False
chrV	225475	225476	1000	+	1	15254	rep1	abf1	False
chrV	509988	509989	1000	-	1	15254	rep1	abf1	False
chrV	435655	435656	947	-	1	15254	rep1	abf1	False
chrV	192093	192094	899	+	1	15254	rep1	abf1	True
chrV	100543	100544	284	+	1	15254	rep1	abf1	False
chrV	281101	281102	428	-	1	15254	rep1	abf1	False
chrIII	258758	258759	1000	+	1	15254	rep1	abf1	False
chrIII	103496	103497	1000	-	1	15254	rep1	abf1	False
chrIII	164330	164331	1000	-	1	15254	rep1	abf1	True
chrIII	24644	24645	1000	-	1	15254	rep1	abf1	False
chrIII	216497	216498	1000	+	1	15254	rep1	abf1	False
chrIII	65724	65725	1000	+	1	15254	rep1	abf1	False
chrIII	61526	61527	1000	+	1	15254	rep1	abf1	False
chrIII	279959	279960	1000	+	1	15254	rep1	abf1	False
chrIII	47055	47056	610	-	1	15254	rep1	abf1	False
chrIII	294810	294811	970	+	1	15254	rep1	abf1	False
chrIII	240674	240675	308	+	1	15254	rep1	abf1	False
chrXV	413711	413712	1000	-	1	15254	rep1	abf1	False
chrXV	99584	99585	1000	+	1	15254	rep1	abf1	False
chrXV	186891	186892	1000	-	1	15254	rep1	abf1	False
chrXV	432019	432020	1000	-	1	15254	rep1	abf1	False
chrXV	201935	201936	1000	-	1	15254	rep1	abf1	False
chrXV	371011	371012	1000	-	1	15254	rep1	abf1	False
chrXV	256225	256226	1000	-	1	15254	rep1	abf1	False
chrXV	722747	722748	1000	-	1	15254	rep1	abf1	True
chrXV	780751	780752	1000	+	1	15254	rep1	abf1	False
chrXV	380828	380829	1000	+	1	15254	rep1	abf1	False
chrXV	233914	233915	1000	-	1	15254	rep1	abf1	False
chrXV	606329	606330	1000	+	1	15254	rep1	abf1	False
chrXV	761423	761424	1000	-	1	15254	rep1	abf1	True
chrXV	544498	544499	1000	+	1	15254	rep1	abf1	False
chrXV	544516	544517	1000	+	1	15254	rep1	abf1	False
chrXV	817142	817143	1000	+	1	15254	rep1	abf1	False
chrXV	921406	921407	1000	+	1	15254	rep1	abf1	False
chrXV	970117	970118	1000	-	1	15254	rep1	abf1	False
chrXV	738157	738158	1000	-	1	15254	rep1	abf1	False
chrXV	1009828	1009829	1000	-	1	15254	rep1	abf1	False
chrXV	1003354	1003355	1000	+	1	15254	rep1	abf1	False
chrXV	117567	117568	1000	-	1	15254	rep1	abf1	False
chrXV	772336	772337	1000	-	1	15254	rep1	abf1	False
chrXV	643292	643293	1000	-	1	15254	rep1	abf1	True
chrXV	83342	83343	1000	+	1	15254	rep1	abf1	False
chrXV	722733	722734	1000	-	1	15254	rep1	abf1	True
chrXV	733607	733608	884	+	1	15254	rep1	abf1	False
chrXV	436623	436624	910	-	1	15254	rep1	abf1	False
chrXV	745479	745480	854	+	1	15254	rep1	abf1	False
chrXV	592711	592712	935	-	1	15254	rep1	abf1	False
chrXV	988488	988489	1000	-	1	15254	rep1	abf1	True
chrXV	70181	70182	769	+	1	15254	rep1	abf1	True
chrXV	898526	898527	887	+	1	15254	rep1	abf1	False
chrXV	823724	823725	872	-	1	15254	rep1	abf1	True
chrXV	511366	511367	1000	-	1	15254	rep1	abf1	False
chrXV	522766	522767	909	+	1	15254	rep1	abf1	False
chrVI	54475	54476	1000	-	1	15254	rep1	abf1	True
chrVI	40313	40314	1000	+	1	15254	rep1	abf1	False
chrVI	225317	225318	1000	-	1	15254	rep1	abf1	True
chrVI	164896	164897	1000	-	1	15254	rep1	abf1	False
chrVI	225150	225151	1000	+	1	15254	rep1	abf1	True
chrVI	210241	210242	1000	+	1	15254	rep1	abf1	False
chrVI	58393	58394	1000	+	1	15254	rep1	abf1	False
chrVI	103345	103346	1000	+	1	15254	rep1	abf1	False
chrVI	90463	90464	768	+	1	15254	rep1	abf1	False
chrVI	74941	74942	1000	+	1	15254	rep1	abf1	True
chrI	62664	62665	1000	-	1	15254	rep1	abf1	False
chrI	61170	61171	1000	-	1	15254	rep1	abf1	False
chrI	45325	45326	1000	-	1	15254	rep1	abf1	False
chrI	108795	108796	1000	-	1	15254	rep1	abf1	False
chrI	124681	124682	1000	-	1	15254	rep1	abf1	False
chrI	45447	45448	1000	+	1	15254	rep1	abf1	False
chrII	682062	682063	1000	+	2	15254	rep1	abf1	False
chrV	225581	225582	1000	+	2	15254	rep1	abf1	False
chrIX	166182	166183	1000	+	1	19442	rep2	abf1	False
chrIX	355520	355521	739	-	1	19442	rep2	abf1	False
chrXIV	500566	500567	260	+	1	19442	rep2	abf1	False
chrXIV	559443	559444	1000	+	1	19442	rep2	abf1	False
chrXIV	289630	289631	508	+	1	19442	rep2	abf1	True
chrXIV	217609	217610	1000	-	1	19442	rep2	abf1	True
chrXIV	251838	251839	1000	-	1	19442	rep2	abf1	False
chrXIV	295826	295827	619	+	1	19442	rep2	abf1	False
chrXIV	413414	413415	766	+	1	19442	rep2	abf1	False
chrXIV	720880	720881	429	+	1	19442	rep2	abf1	False
chrXIV	350172	350173	611	+	1	19442	rep2	abf1	True
chrXIV	708373	708374	142	+	1	19442	rep2	abf1	False
chrXIV	424691	424692	153	-	1	19442	rep2	abf1	False
chrXIII	861241	861242	1000	+	1	19442	rep2	abf1	False
chrXIII	408218	408219	1000	+	1	19442	rep2	abf1	True
chrXIII	408491	408492	1000	+	1	19442	rep2	abf1	True
chrXI	39016	39017	509	+	1	19442	rep2	abf1	False
chrXI	581372	581373	386	+	1	19442	rep2	abf1	False
chrXI	134244	134245	403	-	1	19442	rep2	abf1	False
chrXI	188858	188859	308	-	1	19442	rep2	abf1	False
chrXI	69635	69636	268	-	1	19442	rep2	abf1	True
chrXI	538202	538203	123	+	1	19442	rep2	abf1	True
chrIV	930731	930732	1000	+	1	19442	rep2	abf1	False
chrIV	497542	497543	891	-	1	19442	rep2	abf1	False
chrIV	894016	894017	691	-	1	19442	rep2	abf1	False
chrIV	611948	611949	673	-	1	19442	rep2	abf1	False
chrIV	746385	746386	513	-	1	19442	rep2	abf1	False
chrIV	1172204	1172205	495	+	1	19442	rep2	abf1	False
chrIV	1206547	1206548	244	+	1	19442	rep2	abf1	False
chrIV	340358	340359	216	+	1	19442	rep2	abf1	False
chrIV	310347	310348	310	+	1	19442	rep2	abf1	False
chrIV	1331051	1331052	359	+	1	19442	rep2	abf1	False
chrIV	589581	589582	269	+	1	19442	rep2	abf1	False
chrVIII	55470	55471	1000	+	1	19442	rep2	abf1	True
chrVIII	34298	34299	701	-	1	19442	rep2	abf1	False
chrVIII	56244	56245	517	-	1	19442	rep2	abf1	False
chrVIII	461563	461564	306	-	1	19442	rep2	abf1	False
chrVIII	206207	206208	399	+	1	19442	rep2	abf1	False
chrVIII	337607	337608	134	+	1	19442	rep2	abf1	True
chrVIII	122666	122667	187	+	1	19442	rep2	abf1	True
chrXII	637961	637962	169	-	1	19442	rep2	abf1	True
chrXII	1014055	1014056	463	-	1	19442	rep2	abf1	True
chrXII	253424	253425	1000	+	1	19442	rep2	abf1	False
chrXII	1014339	1014340	686	-	1	19442	rep2	abf1	False
chrXII	789951	789952	711	-	1	19442	rep2	abf1	False
chrXII	16114	16115	286	-	1	19442	rep2	abf1	False
chrXII	808973	808974	169	-	1	19442	rep2	abf1	False
chrXII	932912	932913	131	-	1	19442	rep2	abf1	False
chrX	94686	94687	1000	+	1	19442	rep2	abf1	False
chrX	312834	312835	991	+	1	19442	rep2	abf1	False
chrX	291895	291896	651	+	1	19442	rep2	abf1	True
