chr	start	TF	genic
chrXV	722733	abf1	True
chrXV	733607	abf1	False
chrXV	436623	abf1	False
chrXV	745479	abf1	False
chrXV	592711	abf1	False
chrXV	988488	abf1	True
chrXV	70181	abf1	True
chrXV	898526	abf1	False
chrXV	823724	abf1	True
chrXV	511366	abf1	False
chrXV	522766	abf1	False
chrVI	54475	abf1	True
chrVI	40313	abf1	False
chrVI	225317	abf1	True
chrVI	164896	abf1	False
chrVI	225150	abf1	True
chrVI	210241	abf1	False
chrVI	58393	abf1	False
chrVI	103345	abf1	False
chrVI	90463	abf1	False
chrVI	74941	abf1	True
chrI	62664	abf1	False
chrI	61170	abf1	False
chrI	45325	abf1	False
chrI	108795	abf1	False
chrI	124681	abf1	False
chrI	45447	abf1	False
chrII	682062	abf1	False
chrV	225581	abf1	False
chrIX	166182	abf1	False
chrIX	355520	abf1	False
chrXIV	500566	abf1	False
chrXIV	559443	abf1	False
chrXIV	289630	abf1	True
chrXIV	217609	abf1	True
chrXIV	251838	abf1	False
chrXIV	295826	abf1	False
chrXIV	413414	abf1	False
chrXIV	720880	abf1	False
chrXIV	350172	abf1	True
chrXIV	708373	abf1	False
chrXIV	424691	abf1	False
chrXIII	861241	abf1	False
chrXIII	408218	abf1	True
chrXIII	408491	abf1	True
chrXI	39016	abf1	False
chrXI	581372	abf1	False
chrXI	134244	abf1	False
chrXI	188858	abf1	False
chrXI	69635	abf1	True
chrXI	538202	abf1	True
chrIV	930731	abf1	False
chrIV	497542	abf1	False
chrIV	894016	abf1	False
chrIV	611948	abf1	False
chrIV	746385	abf1	False
chrIV	1172204	abf1	False
chrIV	1206547	abf1	False
chrIV	340358	abf1	False
chrIV	310347	abf1	False
chrIV	1331051	abf1	False
chrIV	589581	abf1	False
chrVIII	55470	abf1	True
chrVIII	34298	abf1	False
chrVIII	56244	abf1	False
chrVIII	461563	abf1	False
chrVIII	206207	abf1	False
chrVIII	337607	abf1	True
chrVIII	122666	abf1	True
chrXII	637961	abf1	True
chrXII	1014055	abf1	True
chrXII	253424	abf1	False
chrXII	1014339	abf1	False
chrXII	789951	abf1	False
chrXII	16114	abf1	False
chrXII	808973	abf1	False
chrXII	932912	abf1	False
chrX	94686	abf1	False
chrX	312834	abf1	False
chrX	291895	abf1	True
chrX	651383	abf1	False
chrX	159848	abf1	False
chrX	587511	abf1	False
chrX	295046	abf1	True
chrXVI	834413	abf1	False
chrXVI	746959	abf1	False
chrXVI	802087	abf1	False
chrXVI	215196	abf1	False
chrXVI	497842	abf1	False
chrXVI	919186	abf1	False
chrXVI	520467	abf1	False
chrII	394218	abf1	True
chrII	458530	abf1	False
chrII	136208	abf1	True
chrII	337504	abf1	True
chrII	495474	abf1	False
chrII	651190	abf1	True
chrVII	609764	abf1	False
chrVII	277327	abf1	False
chrVII	383306	abf1	False
chrVII	939816	abf1	False
chrVII	397967	abf1	False
chrV	512336	abf1	False
chrV	343366	abf1	True
chrV	167579	abf1	False
chrV	337775	abf1	False
chrIII	14602	abf1	False
chrIII	228889	abf1	False
chrXV	259758	abf1	False
chrXV	109488	abf1	True
chrXV	723438	abf1	True
chrXV	712692	abf1	False
chrVI	103817	abf1	True
chrVI	56160	abf1	False
chrVI	183315	abf1	True
chrI	29863	abf1	False
chrI	70954	abf1	False
chrIV	952729	abf1	False
chrII	145975	abf1	False
chrXV	511422	abf1	False
chrI	141788	abf1	False
chrIX	308078	abf1	False
chrXIV	355634	abf1	False
chrXI	339043	abf1	False
chrIV	836225	abf1	False
chrIV	106975	abf1	True
chrXII	704584	abf1	True
chrXVI	339601	abf1	False
chrXVI	118170	abf1	False
chrXVI	431867	abf1	False
chrV	268523	abf1	False
chrXV	978580	abf1	False
chrVI	95146	abf1	False
chrVII	443482	ace2	False
chrVII	483578	ace2	True
chrVII	323616	ace2	False
chrVII	484236	ace2	False
chrII	556038	ace2	False
chrII	555327	ace2	False
chrXII	710739	ace2	False
chrXII	710610	ace2	False
chrIII	29313	ace2	False
chrIII	29468	ace2	False
chrV	409430	ace2	False
chrV	409410	ace2	False
chrIV	357313	ace2	False
chrIV	357139	ace2	False
chrVI	95701	ace2	False
chrXV	797152	ace2	False
chrXI	428782	ace2	False
chrXIII	653702	ace2	False
chrXIII	756502	ace2	False
chrI	141790	ace2	False
chrXIV	23797	ace2	False
chrIV	465322	ace2	True
chrIV	1165068	ace2	False
chrXV	619370	ace2	False
chrXI	429003	ace2	False
chrXI	258772	ace2	True
chrXIII	510961	ace2	True
chrXVI	645625	ace2	False
chrVII	878424	ace2	False
chrVII	557805	ace2	False
chrV	69185	ace2	True
chrV	85259	ace2	True
chrXIV	759426	ace2	False
chrIV	1080606	ace2	False
chrIV	721952	ace2	False
chrX	120043	ace2	False
chrXV	978901	ace2	False
chrXV	424483	ace2	True
chrXIII	388441	ace2	True
chrIX	249254	ace2	False
chrIV	234470	ace2	False
chrX	294432	ace2	False
chrVIII	384926	ace2	False
chrVIII	384946	ace2	False
chrIII	29120	ace2	False
chrV	141225	ace2	False
chrXII	370791	ace2	True
chrIV	1490230	ace2	True
chrVII	482446	acs2	True
chrVII	482047	acs2	True
chrVII	482007	acs2	True
chrVII	228066	acs2	True
chrXIII	499653	acs2	True
chrXII	232809	acs2	True
chrXII	283335	acs2	True
chrXII	806214	acs2	True
chrXII	839157	acs2	True
chrVIII	451520	acs2	True
chrVIII	104930	acs2	True
chrXV	93640	acs2	True
chrXV	1028491	acs2	True
chrIV	472094	acs2	True
chrXIV	303106	acs2	True
chrXIV	499939	acs2	True
chrXIV	252589	acs2	True
chrVII	482716	acs2	False
chrXIII	268072	acs2	False
chrXIII	253540	acs2	False
chrII	605089	acs2	True
chrXII	369451	acs2	False
chrXVI	405077	acs2	True
chrXVI	173352	acs2	True
chrXV	110359	acs2	True
chrXV	110339	acs2	True
chrX	349167	acs2	True
chrI	143045	acs2	True
chrI	142325	acs2	True
chrI	142305	acs2	True
chrV	152125	acs2	False
chrV	67265	acs2	False
chrV	69206	acs2	True
chrIII	107661	acs2	False
chrXIV	716267	acs2	False
chrXIV	716286	acs2	False
chrIX	97259	acs2	False
chrII	681662	acs2	False
chrXII	233999	acs2	True
chrXII	499111	acs2	True
chrVIII	452360	acs2	True
chrX	140020	acs2	False
chrX	652262	acs2	True
chrII	168939	acs2	True
chrXII	795004	acs2	False
chrXII	199371	acs2	False
chrVIII	75492	acs2	True
chrVIII	116036	acs2	False
chrXVI	701139	acs2	True
chrXI	440029	acs2	False
chrXII	232279	acs2	False
chrVIII	411427	acs2	True
chrXVI	731464	acs2	True
chrX	59044	acs2	False
chrXVI	210139	acs2	False
chrIV	44867	acs2	True
chrIV	1359617	ada2	False
chrV	69185	ada2	True
chrV	85277	ada2	True
chrV	140661	ada2	True
chrV	306007	ada2	False
chrV	423295	ada2	False
chrXII	932304	ada2	True
chrXII	796637	ada2	False
chrXII	781660	ada2	False
chrXII	1012243	ada2	False
chrXV	216480	ada2	False
chrXV	1028910	ada2	False
chrXV	505325	ada2	False
chrVII	371361	ada2	True
chrVII	149310	ada2	False
chrVII	254353	ada2	False
chrVII	535007	ada2	False
chrXI	99850	ada2	False
chrXI	67918	ada2	False
chrVIII	126108	ada2	False
chrVIII	505965	ada2	False
chrII	332531	ada2	False
chrII	593089	ada2	False
chrII	477240	ada2	False
chrX	90267	ada2	False
chrXVI	76467	ada2	False
chrXIII	551534	ada2	False
chrXIV	63304	ada2	False
chrIII	78546	ada2	False
chrIII	163650	ada2	True
chrVI	95641	ada2	False
chrIX	316378	ada2	False
chrI	141789	ada2	False
chrI	141780	ada2	False
chrIV	417062	ada2	False
chrIV	974484	ada2	False
chrXII	97712	ada2	False
chrXII	88333	ada2	False
chrXII	65585	ada2	False
chrXV	877914	ada2	False
chrVII	915024	ada2	False
chrVII	772114	ada2	False
chrVII	884046	ada2	False
chrII	444856	ada2	False
chrXVI	352456	ada2	False
chrXIII	632140	ada2	False
chrXIV	619891	ada2	False
chrIII	137383	ada2	False
chrIV	117465	ada2	False
chrV	141223	ada2	False
chrV	225579	ada2	False
chrXII	368467	ada2	False
chrXII	242019	ada2	False
chrXV	780572	ada2	False
chrXVI	794712	ada2	False
chrXVI	679279	ada2	True
chrXIV	217465	ada2	False
chrIII	228913	ada2	False
chrVI	221846	ada2	False
chrI	68422	ada2	False
chrIV	976669	ada2	False
chrV	322031	ada2	False
chrV	491226	ada2	False
chrV	53723	ada2	False
chrXII	498678	ada2	False
chrXII	710738	ada2	False
chrXII	472431	ada2	True
chrXII	48906	ada2	False
chrXV	93116	ada2	False
chrXV	1004235	ada2	False
chrXV	109904	ada2	False
chrXV	161250	ada2	False
chrVII	788532	ada2	False
chrVII	555515	ada2	False
chrVII	649138	ada2	False
chrII	45176	ada2	False
chrII	89627	ada2	False
chrX	703456	ada2	False
chrX	75566	ada2	False
chrXVI	406393	ada2	True
chrXVI	302951	ada2	False
chrXIII	732227	ada2	False
chrXIV	495382	ada2	False
chrVI	65171	ada2	False
chrIX	99831	ada2	False
chrIV	132913	ada2	False
chrIV	892578	ada2	False
chrV	364352	ada2	False
chrXV	312748	ada2	False
chrXV	987779	ada2	True
chrXV	380827	ada2	False
chrXI	519061	ada2	False
chrXVI	75129	ada2	False
chrXVI	98839	ada2	False
chrXIV	507477	ada2	False
chrXIV	481100	ada2	False
chrVI	106376	ada2	False
chrIV	234440	ada2	False
chrIV	579291	ada2	False
chrV	322349	ada2	False
chrXV	28385	ada2	False
chrVII	785542	ada2	False
chrII	478803	ada2	True
chrII	140622	ada2	False
chrX	73731	ada2	False
chrX	123273	ada2	False
chrXIII	652561	ada2	False
chrXIII	146170	ada2	False
chrXIII	268056	ada2	False
chrXIV	499634	ada2	False
chrXIV	352218	ada2	False
chrIII	178431	ada2	False
chrIX	187853	ada2	False
chrIV	44661	ada2	True
chrXII	232811	ada2	True
chrXII	837725	ada2	False
chrVII	883170	ada2	True
chrVII	480089	ada2	True
chrXI	327210	ada2	True
chrVIII	452010	ada2	True
chrX	652347	ada2	True
chrI	140841	ada2	True
chrIV	556168	ada2	True
chrXV	159758	ada2	True
chrVII	255054	ada2	True
chrXV	27911	aft2	False
chrIV	765439	aft2	False
chrIV	1080608	aft2	False
chrX	291317	aft2	False
chrIX	394894	aft2	False
chrIX	22159	aft2	False
chrXIII	798165	aft2	False
chrXIII	302966	aft2	False
chrXIV	675915	aft2	False
chrXII	212277	aft2	False
chrXII	416868	aft2	False
chrXI	533733	aft2	False
chrXVI	297270	aft2	False
chrIV	1490265	aft2	False
chrVI	95680	aft2	False
chrXV	762209	aft2	False
chrXIV	471397	aor1	True
chrXII	260984	aor1	True
chrIV	1135833	aor1	False
chrIV	1125055	aor1	False
chrXVI	911281	aor1	True
chrXI	80529	aor1	True
chrIV	1135757	aor1	False
chrIV	1136010	aor1	True
chrVIII	491910	aor1	False
chrXV	712526	aor1	True
chrXIII	191910	aor1	False
chrIV	1169093	aor1	False
chrIV	1135758	arp6	False
chrI	76381	arp6	False
chrVII	180749	arp6	True
chrIV	1278783	arp7	False
chrII	593089	arp7	False
chrII	332529	arp7	False
chrXVI	700151	arp7	False
chrXIV	662357	arp7	False
chrXI	68344	arp7	True
chrXI	67919	arp7	False
chrXI	99848	arp7	False
chrXII	1012245	arp7	False
chrXII	796637	arp7	False
chrXII	781663	arp7	False
chrXII	932306	arp7	True
chrIII	78542	arp7	False
chrIII	163648	arp7	True
chrVII	371359	arp7	True
chrVII	254333	arp7	False
chrVII	534990	arp7	False
chrVII	788534	arp7	False
chrV	69185	arp7	True
chrV	85278	arp7	True
chrV	322030	arp7	False
chrV	140681	arp7	True
chrX	703454	arp7	False
chrXV	216479	arp7	False
chrXV	978942	arp7	False
chrVI	95639	arp7	False
chrVI	65172	arp7	False
chrVIII	75157	arp7	False
chrIV	591756	arp7	False
chrII	255906	arp7	False
chrII	159882	arp7	False
chrXI	38757	arp7	False
chrIII	228920	arp7	False
chrVII	609872	arp7	False
chrV	141207	arp7	False
chrV	225578	arp7	False
chrV	152923	arp7	False
chrX	278673	arp7	False
chrXIII	605824	arp7	False
chrII	217249	arp7	False
chrXVI	645600	arp7	False
chrXVI	789785	arp7	False
chrXIV	23747	arp7	False
chrXIV	198268	arp7	False
chrXII	84299	arp7	False
chrXV	968208	arp7	True
chrXIII	388444	arp7	True
chrIV	465322	arp7	True
chrII	88687	arp7	True
chrI	141780	arp7	False
chrXII	370640	arp7	True
chrIII	294594	asf2	True
chrIII	292500	asf2	False
chrXV	1083758	asf2	False
chrIII	15366	asf2	False
chrIII	292789	asf2	False
chrIII	14820	asf2	False
chrIII	293616	asf2	False
chrX	453899	asf2	True
chrXII	233769	asf2	True
chrXII	369850	asf2	True
chrXV	160058	asf2	True
chrI	140912	asf2	True
chrVIII	452403	asf2	True
chrVII	883530	asf2	True
chrIII	200966	asf2	True
chrVIII	556027	asf2	False
chrXI	630616	azf1	False
chrV	225571	azf1	False
chrV	225580	azf1	False
chrX	123239	azf1	False
chrXII	108534	azf1	False
chrXII	187480	azf1	False
chrIV	461493	azf1	False
chrXVI	700346	azf1	False
chrXVI	627547	azf1	False
chrVI	31256	azf1	False
chrVIII	236450	azf1	True
chrXII	809412	azf1	False
chrV	69195	azf1	True
chrX	195484	azf1	False
chrXI	393544	azf1	False
chrXII	728374	azf1	False
chrIV	386096	azf1	False
chrIV	1469027	azf1	False
chrXVI	587382	azf1	True
chrXIV	503486	azf1	False
chrXII	370622	azf1	True
chrXIII	253446	azf1	False
chrIV	387091	azf1	False
chrVII	483500	azf1	True
chrXIII	158569	bas1	False
chrXIII	826767	bas1	False
chrXIII	170025	bas1	False
chrXVI	188810	bas1	False
chrXVI	591254	bas1	False
chrXVI	215294	bas1	False
chrXV	846092	bas1	False
chrXV	826018	bas1	False
chrXV	988660	bas1	True
chrXV	911938	bas1	True
chrXV	846089	bas1	False
chrXII	710758	bas1	False
chrXII	710738	bas1	False
chrXII	259665	bas1	False
chrXII	259625	bas1	False
chrIV	43790	bas1	False
chrIV	230739	bas1	False
chrIV	1293290	bas1	False
chrIV	465167	bas1	True
chrX	157831	bas1	False
chrX	391966	bas1	True
chrX	268798	bas1	True
chrX	157811	bas1	False
chrIX	241083	bas1	False
chrIX	240969	bas1	False
chrVII	856689	bas1	False
chrVII	857059	bas1	False
chrII	466979	bas1	False
chrXIII	637245	bas1	False
chrXIII	637230	bas1	False
chrXIII	540217	bas1	True
chrXIII	637509	bas1	True
chrXIII	509582	bas1	False
chrXIII	867442	bas1	False
chrXVI	576230	bas1	False
chrXI	590114	bas1	False
chrXI	385161	bas1	False
chrXII	259821	bas1	True
chrIV	485508	bas1	False
chrV	342640	bas1	False
chrV	342627	bas1	False
chrV	266060	bas1	False
chrI	58572	bas1	False
chrI	34490	bas1	True
chrI	58559	bas1	False
chrIX	142573	bas1	False
chrVII	56320	bas1	False
chrXIV	233955	bas1	False
chrX	639211	bas1	False
chrV	225583	bas1	False
chrIV	835956	bas1	False
chrXIII	637212	bas1	False
chrXIII	408647	bas1	False
chrIII	68571	bas1	False
chrIII	68538	bas1	False
chrXV	620863	bcy1	True
chrXV	778655	bcy1	True
chrVII	883180	bcy1	True
chrVII	482436	bcy1	True
chrVII	25343	bcy1	True
chrXII	369735	bcy1	True
chrXII	806759	bcy1	True
chrII	301229	bcy1	True
chrII	88889	bcy1	True
chrII	82460	bcy1	True
chrVIII	504631	bcy1	True
chrXIII	220664	bcy1	True
chrXI	326690	bcy1	True
chrXI	520375	bcy1	True
chrXI	284322	bcy1	True
chrXI	142259	bcy1	True
chrXI	432567	bcy1	True
chrXVI	643140	bcy1	True
chrXVI	795724	bcy1	True
chrXVI	824076	bcy1	True
chrV	306971	bcy1	True
chrI	72997	bcy1	True
chrX	121370	bcy1	True
chrX	520429	bcy1	True
chrIV	555970	bcy1	True
chrIV	230397	bcy1	True
chrXIV	253679	bcy1	True
chrXV	93611	bcy1	True
chrVII	883478	bcy1	True
chrXII	639125	bcy1	True
chrXII	263745	bcy1	True
chrVIII	34845	bcy1	False
chrX	156553	bcy1	True
chrXIV	253288	bcy1	True
chrXV	93403	bcy1	True
chrXV	30951	bcy1	True
chrVII	364463	bcy1	True
chrXII	95795	bcy1	True
chrXII	202089	bcy1	True
chrXIII	24949	bcy1	True
chrXIII	888529	bcy1	True
chrXVI	303988	bcy1	True
chrXVI	693493	bcy1	True
chrXV	159833	bcy1	True
chrVII	1001600	bcy1	True
chrXII	233071	bcy1	True
chrXII	232761	bcy1	True
chrXII	233261	bcy1	True
chrII	479008	bcy1	True
chrII	372127	bcy1	True
chrVIII	386351	bcy1	True
chrXIII	634247	bcy1	True
chrXIII	511817	bcy1	False
chrXI	110036	bcy1	True
chrXVI	303788	bcy1	True
chrIII	138044	bcy1	True
chrI	139674	bcy1	True
chrX	520925	bcy1	True
chrIV	1163720	bcy1	True
chrIV	1163244	bcy1	True
chrXIV	502643	bcy1	True
chrIX	317846	bcy1	True
chrIX	231650	bcy1	True
chrXV	445618	bcy1	True
chrXV	159623	bcy1	True
chrXV	725307	bcy1	False
chrXV	678212	bcy1	True
chrVII	481931	bcy1	True
chrVII	481428	bcy1	True
chrVII	479570	bcy1	False
chrVII	148301	bcy1	True
chrVII	649750	bcy1	True
chrII	681337	bcy1	False
chrVIII	452795	bcy1	False
chrVIII	386016	bcy1	True
chrXVI	174373	bcy1	True
chrXVI	377718	bcy1	True
